"land_units_onscreen_name_att_rom_praeventores"	"Aναχαιτιστές"	"True"
"land_units_onscreen_name_bel_rom_praeventores"	"Aναχαιτιστές"	"True"
"land_units_onscreen_name_att_nom_unnigarde"	"Unnigarde"	"True"
"land_units_onscreen_name_bel_van_vandali_comitatus"	"Vandali Comitatus"	"True"
"land_units_onscreen_name_att_mar_rom_western_ballista_marines"	"Western Ballista Marines"	"True"
"land_units_onscreen_name_att_mar_rom_western_light_marines"	"Western Light Marines"	"True"
"land_units_onscreen_name_att_nor_wolf_coats"	"Wolf Coats"	"True"
"land_units_onscreen_name_att_cel_wolfhound_spearmen"	"Wolfhound Spearmen"	"True"
"land_units_onscreen_name_att_est_zhayedan_immortal_cavalry"	"Zhayedan Immortal Cavalry"	"True"
"land_units_onscreen_name_att_ger_agathyrsi_warriors"	"Αγάθυρσοι Πολεμιστές"	"True"
"land_units_onscreen_name_att_ger_barbed_javelinmen"	"Αγκαθωτοί Ακοντιστές"	"True"
"land_units_onscreen_name_att_ger_barbed_skirmishers"	"Αγκαθωτοί Ακροβολιστές"	"True"
"land_units_onscreen_name_att_ger_barbed_lancers"	"Αγκαθωτοί Λογχοφόροι"	"True"
"land_units_onscreen_name_att_est_immortals"	"Αθάνατοι"	"True"
"land_units_onscreen_name_att_ger_captured_cheiroballistra"	"Αιχμαλωτισμένη Χειροβαλλίστρα"	"True"
"land_units_onscreen_name_att_cel_followers_of_morrigan"	"Ακόλουθοι του Μόρριγαν"	"True"
"land_units_onscreen_name_bel_ost_javelinmen"	"Ακοντιστές"	"True"
"land_units_onscreen_name_att_ger_alamannic_scavengers"	"Αλαμανοί Ρακοσυλλέκτες"	"True"
"land_units_onscreen_name_att_ger_alani_spearmen"	"Αλανοί Δορατοφόροι"	"True"
"land_units_onscreen_name_att_ger_alani_horsemen"	"Αλανοί Ιππείς"	"True"
"land_units_onscreen_name_att_mar_ger_alani_marauders"	"Αλανοί Λαφυραγωγοί"	"True"
"land_units_onscreen_name_att_merc_ger_alani_horsemen"	"Αλάνοι Μισθοφόροι Ιππείς"	"True"
"land_units_onscreen_name_att_ger_alani_general"	"Αλανός Στρατηγός"	"True"
"land_units_onscreen_name_att_des_amazigh_spearmen"	"Αμαζίχ Δορατοφόροι"	"True"
"land_units_onscreen_name_att_des_amazigh_raiders"	"Αμαζίχ Επιδρομείς"	"True"
"land_units_onscreen_name_att_des_amazigh_lancers"	"Αμαζίχ Λογχοφόροι"	"True"
"land_units_onscreen_name_att_est_civilian_farmers"	"Άμαχοι"	"True"
"land_units_onscreen_name_att_est_civilian_townsfolk"	"Άμαχοι"	"True"
"land_units_onscreen_name_att_ger_civilian_farmers"	"Άμαχοι"	"True"
"land_units_onscreen_name_att_ger_civilian_townsfolk"	"Άμαχοι"	"True"
"land_units_onscreen_name_att_nom_civilian_farmers"	"Άμαχοι"	"True"
"land_units_onscreen_name_att_nom_civilian_townsfolk"	"Άμαχοι"	"True"
"land_units_onscreen_name_att_nor_civilian_farmers"	"Άμαχοι"	"True"
"land_units_onscreen_name_att_nor_civilian_townsfolk"	"Άμαχοι"	"True"
"land_units_onscreen_name_att_rom_civilian_farmers"	"Άμαχοι"	"True"
"land_units_onscreen_name_att_rom_civilian_townsfolk"	"Άμαχοι"	"True"
"land_units_onscreen_name_att_rom_eastern_armoured_legio"	"Ανατολική Θωρακισμένη Λεγεώνα"	"True"
"land_units_onscreen_name_att_rom_eastern_auxilia_palatina"	"Ανατολικοί Βοηθητικοί Παλατινοί"	"True"
"land_units_onscreen_name_att_mar_est_eastern_boatmen"	"Ανατολίτες Βαρκάρηδες"	"True"
"land_units_onscreen_name_att_merc_mar_est_eastern_naval_hurlers"	"Ανατολίτες Μισθοφόροι Ναύτες Εκσφενδονιστές"	"True"
"land_units_onscreen_name_att_mar_est_eastern_naval_hurlers"	"Ανατολίτες Ναύτες Εκσφενδονιστές"	"True"
