"battle_script_strings_title_Rom.Pro.Capua.Objective_11"	"text_rejected"	"True"
"battle_script_strings_title_Rom.Pro.Capua.Objective_10"	"text_rejected"	"True"
"battle_script_strings_title_Rom.Pro.Capua.Objective_09"	"text_rejected"	"True"
"battle_script_strings_title_Rom.Pro.Capua.Objective_08"	"text_rejected"	"True"
"battle_script_strings_title_Rom.Pro.Capua.Objective_07"	"text_rejected"	"True"
"battle_script_strings_title_Rom.Pro.Capua.Objective_06"	"text_rejected"	"True"
"battle_script_strings_title_Rom.Pro.Capua.Objective_05"	"text_rejected"	"True"
"battle_script_strings_title_Rom.Pro.Capua.Objective_04"	"text_rejected"	"True"
"battle_script_strings_title_Rom.Pro.Capua.Objective_02"	"text_rejected"	"True"
"battle_script_strings_title_Rom.Pro.Capua.Objective_01"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Outro_04"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Outro_03"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Outro_02"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Outro_01"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Intro_Date"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Intro_06"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Intro_05"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Intro_04"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Intro_03"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Intro_02"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Intro_01"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Gameplay_09"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Gameplay_08"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Gameplay_07"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Gameplay_06"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Gameplay_05"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Gameplay_04"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Gameplay_03"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Gameplay_02"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Gameplay_01"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Battle_Won_01"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Battle_Lost_02"	"text_rejected"	"True"
"battle_script_strings_title_Rom.HB.TF_Battle_Lost_01"	"text_rejected"	"True"
"battle_script_strings_string_Rom.Pro.Capua.Objective_11"	"Χρησιμοποίησε τις πολιορκητικές μηχανές στα τείχη για να επιβλέψεις την επίθεση."	"True"
"battle_script_strings_string_Rom.Pro.Capua.Objective_10"	"Εναπομείναντες Σαμνίτες"	"True"
"battle_script_strings_string_Rom.Pro.Capua.Objective_09"	"Εναπομείναντες Σύμμαχοι"	"True"
"battle_script_strings_string_Rom.Pro.Capua.Objective_08"	"Ο ύπατος Λαένας πρέπει να επιζήσει."	"True"
"battle_script_strings_string_Rom.Pro.Capua.Objective_07"	"Βοήθησε στην υπεράσπιση της Καπύης."	"True"
"battle_script_strings_string_Rom.Pro.Capua.Objective_06"	"Κατάστρεψε τις πολιορκητικές μηχανές των Σαμνιτών."	"True"
"battle_script_strings_string_Rom.Pro.Capua.Objective_05"	"Διατήρησε ζωντανούς τους υπερασπιστές του χωριού."	"True"
"battle_script_strings_string_Rom.Pro.Capua.Objective_04"	"Νίκησε τους επιτηθέμενους Σαμνίτες"	"True"
"battle_script_strings_string_Rom.Pro.Capua.Objective_02"	"Κίνησε το στράτευμα του Σιλανού προς το χωριό."	"True"
"battle_script_strings_string_Rom.Pro.Capua.Objective_01"	"Ανίχνευσε τα σημεία ενδιαφέροντος στρατιωτικής τακτικής, στο πεδίο της μάχης."	"True"
"battle_script_strings_string_Rom.HB.TF_Outro_04"	"Αρμίνιε... Όχι!"	"True"
"battle_script_strings_string_Rom.HB.TF_Outro_03"	"Κανείς δε ξέρει. Ακόμα λιγότεροι ενδιαφέρονται."	"True"
"battle_script_strings_string_Rom.HB.TF_Outro_02"	"Τι συμβαίνει με το Βάρο;"	"True"
"battle_script_strings_string_Rom.HB.TF_Outro_01"	"Δόξα στους θεούς, καταφέραμε να βγούμε από αυτό το καταχθόνιο δάσος. Είθε ο Νέριο να δώσει δύναμη σε αυτούς που αφήσαμε πίσω."	"True"
"battle_script_strings_string_Rom.HB.TF_Intro_Date"	"3 μήνες νωρίτερα..."	"True"
"battle_script_strings_string_Rom.HB.TF_Intro_06"	"αλλά η πίστη μου ανήκει στον  λαό μου."	"True"
"battle_script_strings_string_Rom.HB.TF_Intro_05"	"Η Ρώμη μπορεί να με μεγάλωσε, να με εκπαίδευσε..."	"True"
"battle_script_strings_string_Rom.HB.TF_Intro_04"	"Ο Αρμίνιος; Προδότης; Δεν το νομίζω."	"True"
"battle_script_strings_string_Rom.HB.TF_Intro_03"	"Ο Γερμανός θα σε προδώσει. Θα προδώσει την Ρώμη!"	"True"
"battle_script_strings_string_Rom.HB.TF_Intro_02"	"Οδεύεις σε παγίδα, Βάρε!"	"True"
"battle_script_strings_string_Rom.HB.TF_Intro_01"	"Βάρε... Ω!  Κουΐντιλε Βάρε... Δώσ' μου πίσω τις λεγεώνες μου!"	"True"
"battle_script_strings_string_Rom.HB.TF_Gameplay_09"	"Μαινόμενοι μαχητές! Ετοιμαστείτε!"	"True"
"battle_script_strings_string_Rom.HB.TF_Gameplay_08"	"Πηγαίνετε! Πάρτε τα λάβαρα! Οι λεγεώνες δεν αποτυγχάνουν!"	"True"
"battle_script_strings_string_Rom.HB.TF_Gameplay_07"	"Κοιτάξτε τα μετόπισθεν! Οι Μαινόμενοι μαχητές!"	"True"
"battle_script_strings_string_Rom.HB.TF_Gameplay_06"	"Επιταχύνετε άντρες! Σχεδόν βγήκαμε από το δάσος!"	"True"
"battle_script_strings_string_Rom.HB.TF_Gameplay_05"	"Βάρε! Καταραμένε δειλέ! Προωθηθείτε όσο απασχολεί τον εχθρό!"	"True"
"battle_script_strings_string_Rom.HB.TF_Gameplay_04"	"Είστε... είστε μόνοι σας. Ιππείς - μαζί μου! Γρήγορα!"	"True"
"battle_script_strings_string_Rom.HB.TF_Gameplay_03"	"Οι διαταγές σου, στρατηγέ;"	"True"
"battle_script_strings_string_Rom.HB.TF_Gameplay_02"	"Συνεχίστε! Πρέπει να περάσουμε! Που είναι ο Αρμίνιος; Κάποιος να βρει τον Αρμίνιο! Χρειαζόμαστε τους βοηθητικούς του!"	"True"
"battle_script_strings_string_Rom.HB.TF_Gameplay_01"	"Δεχόμαστε επίθεση! Το νου σας στους Αετούς!  Προστατέψτε τους! Κρατηθείτε!"	"True"
"battle_script_strings_string_Rom.HB.TF_Battle_Won_01"	"Βγήκαμε από το δάσος! Οι λεγεώνες διατηρήθηκαν!"	"True"
"battle_script_strings_string_Rom.HB.TF_Battle_Lost_02"	"Είμαστε χαμένοι! Αναθεμαστισμένε Βάρε, παλιοδειλέ!"	"True"
"battle_script_strings_string_Rom.HB.TF_Battle_Lost_01"	"Οι Αετοί μας! Είμαστε χαμένοι..."	"True"
