"unit_description_strengths_weaknesses_texts_text_placeholder"	"placeholder"	"True"
"unit_description_strengths_weaknesses_texts_text_eight"	"Ανίκητη κύτη||Πολύ βαρύ πλήρωμα||Πολύ αργή||Δυνατός εμβολισμός||Ακατάβλητη επιβίβαση"	"True"
"unit_description_strengths_weaknesses_texts_text_double_hft_eight"	"Ανίκητη κύτη||Πολύ βαρύ πλήρωμα||Πολύ αργή||Δυνατός εμβολισμός||Ακατάβλητη επιβίβαση||Μέτρια μάχη με βλήματα"	"True"
"unit_description_strengths_weaknesses_texts_text_seven"	"Εξαιρετική κύτη||Πολύ βαρύ πλήρωμα||Πολύ αργή||Δυνατός εμβολισμός||Καλή επιβίβαση||Πολύ καλή μάχη με βλήματα"	"True"
"unit_description_strengths_weaknesses_texts_text_scorpio_hft_seven"	"Εξαιρετική κύτη||Πολύ βαρύ πλήρωμα||Πολύ αργό||Δυνατός εμβολισμός||Καλή επιβίβαση||Εξαιρετική μάχη με βλήματα"	"True"
"unit_description_strengths_weaknesses_texts_text_ballista_giant"	"Εύστοχη||Πολύ μεγάλη εμβέλεια||Μέτριος ρυθμός βολών||Μεγαλύτερη ζημιά από την κανονική Βαλλίστρα||Περισσότεροι πόντοι ζωής από την κανονική Βαλλίστρα||Ακίνητη"	"True"
"unit_description_strengths_weaknesses_texts_text_spear_avg"	"Καλή αμυντική μονάδα||Μικρή ζημιά, αλλά μέτρια διάτριση θωράκισης||Μέτρια επίθεση||Κανονικό ηθικό"	"True"
"unit_description_strengths_weaknesses_texts_text_pike_avg"	"Καλή αμυντική μονάδα||Μικρή ζημιά, αλλά μέτρια διάτριση θωράκισης||Μέτρια επίθεση||Κανονικό ηθικό||Πολύ τρωτοί όταν δε σχηματίζουν φάλαγγα"	"True"
"unit_description_strengths_weaknesses_texts_text_melee_avg"	"Καλή επίθεση||Μέτρια άμυνα||Μέτρια ζημιά, αλλά μικρή διάτριση θωράκισης||Κανονικό ηθικό"	"True"
"unit_description_strengths_weaknesses_texts_text_axemen_good"	"Καλή επίθεση||Μέτρια άμυνα||Μικρή ζημιά, αλλά μέτρια διάτριση θωράκισης||Καλό ηθικό"	"True"
