"deployables_description_deployable_brimstone"	"Οι οχυρώσεις έχουν σκοπό την ενέδρα παρά την καταφορά απώλειας στον εχθρό. Συνήθως γίνονται με ξύλα, λίθους, ή αναχώματα, με σκοπό να σταματήσουν την έφοδο ιππικού, να καθυστερήσουν την προέλαση πεζικού, ή να δημιουργήσουν ένα πεδίο θανάτου για τους ακροβολιστές."	"True"
"deployables_description_deployable_caltrop"	"Οι τρίβολοι είναι ένα πολύ εύχρηστο όπλο. Λόγω της κατασκευής τους μπορούν να τοποθετηθούν στο έδαφος ως χαμηλό οχύρωμα ή σε ένα πιο ευρύ σχήμα. Σε πιο ευρεία τοποθέτηση, οι τρίβολοι μπορούν να σκοτώσουν μονάδες που τρέχουν ή εφορμούν από οποιαδήποτε κατεύθυνση (κάτι που οι πάσσαλοι δεν μπορούν να κάνουν)."	"True"
"deployables_description_deployable_fireball"	"Βράχια, ξύλα, και δεμάτια σανού μπορούν να πάρουν φωτιά και χρησιμοποιηθούν πριν την κύρια επίθεση έτσι ώστε να διασπάσουν τις γραμμές και το ηθικό των αμυνόμενων. Τα αντικείμενα περιλούζονται με πίσσα, θείο, ρητίνη, χυμό δέντρου κτλ, ανάλογα με το επιθυμητό αποτέλεσμα. Τέτοιου είδους παγίδες χρησιμοποιούνται κυρίως σε ενέδρες ή και κυματοειδές έδαφος."	"True"
"deployables_description_deployable_sharp_stones"	"Τα υποστρώματα αιχμηρών λίθων γίνονται από διάφορα είδη λίθων και αποτελούν μια μη θανατηφόρα άμυνα γύρω από τους οικισμούς. Οι λίθοι βρίσκονται μέσα στο έδαφος ή δημιουργούν ακανόνιστους σωρούς. Το πεζικό δεν κινείται εύκολα μέσα από τέτοια εμπόδια, ενώ το ιππικό πρέπει να βρει τον κατάλληλο δρόμο. Αυτή η καθυστέρηση μπορεί να επιφέρει τον θάνατο, αφού οι ακροβολιστές θα εκμεταλλευτούν την αργοπορία."	"True"
"deployables_description_deployable_spiketrap"	"Οι ακανθώδεις παγίδες είναι παλούκια ή ομάδες παλουκιών που καλύπτονται από φύλλα. Είναι πιο αποτελεσματικά όταν οι μονάδες εφορμούν, καθώς το φύλλωμα καταρρέει όταν πατηθεί προκαλώντας πληγή ή θάνατο από ανασκολόπιση."	"True"
"deployables_description_deployable_stakes"	"Οι ξύλινοι πάσσαλοι είναι μια από τις πιο κοινές άμυνες οικισμών. Πρόκειται για μια απλή, αλλά αποτελεσματική κατασκευή οπού ακονισμένα παλούκια τοποθετούνται υπό γωνία 45ο σε σειρές, έτσι ώστε να τρυπήσουν το ιππικό ή τους άνδρες που εφορμούν. Οι μονάδες που κινούνται αργά μπορούν να τα αποφύγουν εύκολα, αλλά ακόμα κι έτσι η κατασκευή μπορεί να χρησιμοποιηθεί προς όφελος των ακροβολιστών. Η συγκεκριμένη άμυνα δεν επηρεάζει τους αμυνόμενους όταν εξορμούν μέσα από αυτήν."	"True"
"deployables_name_deployable_brimstone"	"Θειούχοι Λάκκοι"	"True"
"deployables_name_deployable_caltrop"	"Τρίβολοι"	"True"
"deployables_name_deployable_fireball"	"Στρογγυλά Δεμάτια Φωτιάς"	"True"
"deployables_name_deployable_sharp_stones"	"Υποστρώματα Αιχμηρών Λίθων"	"True"
"deployables_name_deployable_spiketrap"	"Ακανθώδεις Παγίδες"	"True"
"deployables_name_deployable_stakes"	"Πάσσαλοι"	"True"
"deployables_tooltip_deployable_brimstone"	"Οι λάκκοι φωτιάς ανάβονται με σκοπό να καύσουν ανύποπτες μονάδες. Ενεργοποιούνται από βλήματα φωτιάς ή από αλληλεπίδραση μονάδων."	"True"
"deployables_tooltip_deployable_caltrop"	"Οι τρίβολοι προκαλούν σε ιππικό που πλησιάζει από οποιαδήποτε κατεύθυνση και κάνουν επιπλέον ζημιά αν κινείται γρήγορα."	"True"
"deployables_tooltip_deployable_fireball"	"Τα στρογγυλά δεμάτια φωτιάς κατρακυλούν κάνοντας μεγάλη ζημιά στο διάβα τους. Ενεργοποιούνται κάνοντας κλικ σε μια μονάδα και μετά στο στρογγυλό δεμάτι φωτιάς. Οι μονάδες που θα χρησιμοποιήσουν τα στρογγυλά δεμάτια φωτιάς πρέπει να είναι σε φάση μάχης εκ του συστάδην."	"True"
"deployables_tooltip_deployable_sharp_stones"	"Οι αιχμηροί λίθοι καθυστερούν την πρόοδο μιας μονάδας, καθιστώντας την εύκολο στόχο των ακροβολιστών."	"True"
"deployables_tooltip_deployable_spiketrap"	"Οι ακανθώδεις παγίδες είναι κρυφός κίνδυνος  και προκαλούν μεγάλες απώλειες στις μονάδες που θα περάσουν από πάνω."	"True"
"deployables_tooltip_deployable_stakes"	"Οι πάσσαλοι προκαλούν ζημιά στο ιππικό που πλησιάζει από μπροστά. Κάνουν επιπλέον ζημιά αν η μονάδα κινείται γρήγορα."	"True"
